Comment
"ini film indonesia terbaik yang pernah saya tonton, dan trailer juga terbaik yang pernah saya lihat. terus majukan karya anak bangsa."
"Notice how most hates are from india. Lol ok ""over-edited show"" fans"
Nonton karena penasaran sama akting Bront Palarae. The entire film was amazing tho. Salut sama Joko Anwar semoga makin banyak film keren kayak begini di Indonesia gak cuman high school romcoms aja
"Worst movie ever
Don't waste your precious time
  reason is I have right to comment 
Reason 2 I don't like this bullshit"
Kalau gue pribadi mendukung film film indonesia ya walaupun belum sempurna. Tapi saya tetap mengapresiasi film film karya bangsa dan film ini termasuk film yang patut di apresiasi :)
Semoga orang luar banyak yang suka
bu ne lan bok gibi flim :) bunu insanlık adına çekip yayınlayanın amına koyayım :D ne skim sonik kahraman flimi lan bu :D olm flim nasıl yapılır biraz amerikan'lardan öğrenin :)   hay ben sizin olmayan beyninizi sikeyim ya :D sdnklcnsdklcnsdklnclkdsnlcs
Yahoooooo kalau tengok ni bikan fake ni real
Ini film paling keren yang pernah kutonton setelah the raid
Пиздец
"smoga aja suatu saat nanti film2 bumilangit x screenplay jumlah penonton menyamai viewers di traliernya, bahkan melebihi 17 juta, amin"
"Amerika have : avenger
Jepang have : saitama
Indo have : patriot"
at least it's not a indian movie.
Liat trailernya aja gw jadi inget film India slumdog. Wkwkwkw. Gimana mau maju film Indonesia. Kenapa enga lu remake aja Gundala versi asli. Kenapa harus ngopy film India. Ancur ini film.
Bront palarae seru banget. Trailernya buat aku ingin lihat karna si bront. Auranya itu kayak sperti ini film anti hero gitu.
Keren abis neh harus nonton ini ni
"Ngga kalah sm hero amrik....
Lanjuut bang"
Perasaan gw nonton bagus bagus aja film nya... Kenapa banyak haters disini..
"LMAO , i can't stop my laugh when read the hate comments from Indian /or haters 

All i want to say about this is 
""Iri bilang bos"""
"Kalau ada haters yg ngk suka sama film ini ya .... Wajar aja yg namanya sebuah karya pasti ada yg ngk suka ,itu sih menurut gw"
ngakak..wkwkwkwk..lucu filem nya..wkwkwk
ayo bantu viralkan Gundala US OFFICIAL THRILLER https://youtu.be/g1Oxxyc7o0c
I like action movie
"Begger super hero, chep super hero, I never ever watched this type of worst movie, Purely suck your time. .i request to everyone don't waste your precious time"
"Looks terrific. 
I am gonna watch it n review it on imdb"
Sasta deadpool
I love indonesian movies. respect from Turkiye
"Waste of time, bullshit"
"Movie available in ""ActionCineplex"" telegram channel join and enjoy movie"
Wow! Looks interesting
"https://youtu.be/AfmwzjD0N2E

izin kepada bumilangit dan screenplay films yaa supaya gak kena copyright atau lainnya untuk video yg saya buat :)"
Subscribe to each other
Can’t find it anywhere!!!
So bullshit
Não gostei do filme nota 0
ehh ada bront palarae 😍
Waste money ... Better watch Hollywood movies.
"Nothing new. Look alike other fantastic movies.. Nowadays we are watching the same scenery , the same topics ..Already bored.."
OMG is that Thor in Motorcycle suit?
"Sory blm bisa mmenuhi imajinasi boxofice d pikiran gw.. Like buffalo boys, wiro sableng dll, sama z dr alur cerita sampe ending film jadi kesel ndiri.. Hadeeh knp ky gini terus output film indonesia ya?? Outputnya nihil .
1 film indonesia yg paling berhasil adlh film AADC, ciuss dh gw. 
Mhn maaf ni mnurut gw z, smg semua film indonesia suatu saat jd boxofice d negeri sendiri. Aamiin"
sumpah ni film keren abis kaga sabar nunggu kelanjutan nya
Поставьте лайк что бы американцы думали что я пишу что то интереснее
ну ахуеть о_О
Awaaaaang....
FLOP
Yang mau nonton Full klik chanel saya
Is the movie has out yet
Setelah nnton film ny...baru paham wkwk
"Gatau lagi udh berapa kali gw nonton ini trailer, semoga menjadi langkah awal untuk kesuksesan industri film Indonesia BCU universe"
Good trailer
Siapa dari masa depan ?
"Lebih menggambarkan kesenjangan sosial, rakyat vs penguasa"
Jadi tidak sabar untuk melihat sekuel dari Gundala 👍👍. Ini salah satu flm Indonesia yang sangat keren 👌
Aslii bagusss banget film nya ditunggu film sri asihh nya🔥🔥🔥🔥
Any one provide me download link
"Wow👌👌👌❤❤❤
 love from bangladesh😍🇧🇩"
Was the full movie name anyone plz
Pemeran film Kartono nusa
"Cerita bagus, cuman adegan fight scene gk bagus"
Pas gw Nonton di situs2 Gila Sih Gundala keren bet
🙅
Very good movie 👍👍👍👍https://youtu.be/2bm-hLgJ3hM👍👍👍👍👍👍👍👍👍👍
Thanks for subtitle the film looks good would like to see it.
Masih jatuh cinta sama lagunya
Any malayalees here
Were is English trailer
Good film 👍
Wlang kwenta
Indian movie ah nnu vicharichu thurannu nokkiyatha oombi..raid polethe film ah thonunnu
Ek tah gunda🤘🏻
Epic film. Gw udah nonton filmnya berulang kali tetep gabosen-bosen.
Ye kya chinese language m bhenchod comment h  no English ya hindi
Gan ramaikan Trailler Gundala di luar negeri :  https://youtu.be/9-uiNoOnQ7Q
"Pas trailer nya muncul, pertama tama kaya film setan beneran dah sampe takut saya:]"
YES JUST YES!!!
I thought was an Indian film
"https://youtu.be/m6LndipkUe0


https://youtu.be/m6LndipkUe0"
Kalau mau lihat video ini lihat di goole nanti di goole tulis layar kaca
Ini filmnya udh keluar blm si? tayang kapan yak kalo boleh tau
"Mudah2an virus corona ini cepat hilang dari muka bumi ini, gak sabar liat sri asih di bioskop :v Dari Webtoon aja udah suka banget apalagi Filmnya nanti."
Anak kecilnya pengisi suara nussa
Is there subtitles
Which language movie bro
Itukan muzakki ...
Ini seru sayangnya banyak sadisnya jg harus hati2
"You won't regret just watch it..
https://youtu.be/RFfRbnT0E8w"
"Halo! saya minta izin remake trailer ini pake lagu ""Lathi"" , ya!
Terima kasih.

ini link nya https://youtu.be/I6F-aw6lmhw"
Love from India 💜
Super Hero Indonesia
Setiba Pertama Kali Ingin Trailer KayakNya Aku Hampir Ingin Kesel Dengan Yg Ngejar
😂saale
"Hebat yg Anak kecil, yg jadi dabber Nussa"
"Gua Pikir Film Luar 
Ternyata Film Lokal.
Bangga Gua Sama Anak Bangsa"
Full movie?
but he wasn't bit by a cobra...
Better than Malaysia movie
"https://www.imdb.com/title/tt8237172/?ref_=fn_al_tt_1

💥💥Bantu support Gundala rate di imdb guyss...💥💥"
"Great movie.., sequel ke-2 mudah2n bs improve latar belakang yg lbh realistik not to gotham, nostalgia dengan martial arts komposisi yg berbanding, kadang alur klasik bagus tp terlalu diandalkan untuk nutup tech nya.. 👍🏻👍🏻"
Ada yg bisa ceritain endingnya? Gw nnton full kok kaga ngerti yak?
Kungfu bollywood
"Latar tempat yg dipake film superhero indo masih sangat realita, mungkin latar tempatnya bisa dibikin lebih fiksi kek film avenger, tapi gua udah bangga bgt dahh semoga makin byk film2 superhero begini biar bisa jadi saingannya hollywood☺"
That boy killed tyler rick in netflix extraction
Gundala masuk Hollywood lur
Gundala Akan Tayang Di Amerika  juli 2020!!! Selamat Buat BumiLangit Dan Screenplay Films
"Congrats buat bumilangit yg nanti film"" nya bisa di tayangin di US :)"
Gue udah nonton filmnya gila keren banget 😊
Gak ada kelanjutan nya yak
"Ada adegan lucu di film ini,yaitu ketika gundala melawan pemain biola,adegan itu yang sangat lucu"
Keren bgt filmnya anjirrrrrrr... Guddddd
ES THES A GUUD MUVEE?
Ditunggu film bumilangit lainnya. kuy support terossss :)))))
Such WOW...
Film bodoh
Love from india
Komentar awam ... klo film indo buat adegan di malam hari kenapa gelap banget ya. G kayak film luar yg masih kliatan detailnya.
Pengambilan gambarnya keren 👍 semangat untuk film indonesia
WAAAHHH
Actionnya ga sesuai ekspektasi
Love from Kerala blasters fan😌
saya dh nonton film ny dan bikin merinding nya pas petir ny ke gundala ny keren bangettt 😃😃
Coba deh ka tolong bikin film action Kya film Holly gtu tpi Kya membasmi kejahatn Poko nya ad berantm nya ad jga baik nya trs ad rencana blm trselesai kn Kya film James Bond atau GK film action yang lain coba deh bikin film sprti itu Kya nya menrk klo indo bikin film Kya gtu alur crta hrs bikin pensrn gtu tpi tema nya hrs beda
Gini baru film
"It is realy nice to see a superhero movie, all the best from India 
We love you"
"Gara"" Covid-19 film Virgo dan Sri Asih di undur Tahun Depan 😭"
quem e brasil
"Masha Allah keren banget nih Film alur ceritanya, efek, koreografinya dan dibintangi oleh Artis2 ternama pula, mantap jiwa. terima kasih pada semua yg terlibat dalam pembuatan film GUNDALA, sy bangga dengan kalian, Indonesia Bangga dengan Kalian."
gk ada blueraynya gitu? pingin nonton lagi :(
Ini mah masih kalah sama film'nya x.jo
Semoga di Gundala 2 nanti costum nya udah keren
Film nya bagus
Alur critanya menyentil pemerintah saya suka
Kayak film horor cuk.. Lokasi kebanyakan di tempat gelap alias remang2.. Tambahin suara srigala baru mantap..
Film Sri Asih kayanya digarap di tahun 2021...
George Orwell 1984
"Baru kali ini gua, Nonton film Superhero Indonesia yang bener2 epic, terimakasih"
Ditunggu gundala 2 nya
Gw akuin lumayan ini film .
Bangkok release
Yg full nya gk ada ya
Filmnya bagus. Yang ga nyambung di film ini rasa gua cuman satu. Mobil pembawa vaksin yang ditebas sama Sri Asih... Ini mobil kenapa bisa jauh banget sama rombongannya? Sopirnya ketiduran apa gimana wkwk.
Saya senag di film bayak pesan moral nya
You should've make this into a series too much lore into one film
Nungguin cempaka
Habis gundala apa lagi yaa yg bakal tayang?
lixo
Look amazing
"Там наверное да но у нас в России не официальный трейлер, не хрена на русском нет."
SickdmebwbsixklcnrbwhshxjclelahVdjwisj wkjxhxkdoakzhdjej wakzjxjxlwlzzhhsuzodk jwjajsodkdkwhw yeahhhh. I just said nothing but I feel accomplished and a part of this convo.
"Bayangin ada credit scene yang kaya gini, 
Saat gundala lagi tes kekuatan petirnya tiba2 thor muncul :v"
"film.nya bagus.. andai yg jadi pemeran utamanya RIO D, mungkin lebih bagus lagi"
Very good effort
Tayang nya kapan ya
"https://youtu.be/vz76W3NSF3E

Gundala with anime opening version"
Semoga editannya yang ke 2 bisa lebih bagus dan lebih nyata lagi film nya bagus khas Indonesia semoga sukses terus!!
ditunggu gundala 2nya ya bagus filmnya : )
Bang subscribe chnl ku juga
"Filmnya sangat bagus sekali, mungkin jika ada hero2 lain di Indonesia di filmkan ane beralih nntn film hero national."
Mesti ada sambungan nya
MANATPP
Ada zara nya nggk sih
terlalu keren gila ini film
Everything was looking so awesome until he got struck by a lightning
Kirain action nya bagus tau2 nya biasa aja. Trus penjahat2 nya keren2 tau2 action cm bberapa pukulan uda pada tewas. Tlalu simpel action ending nya.. n satu lagi asal usul gundala bs d ikutin petir gmn sh????? Mesti d film kan donk d flm pertama ini..
💩
Yg full mana filmnya
sumpah kereeeeeeeeeen
"Best of chaina 
  Par korena virus tum log nhi chodenga janwar ki sharp tum logo ko"
Alguien tiene el link
LOL
That guy is the next generation Raiden from Mortal Kombat
https://youtu.be/gxgFqtBKvgg REAL Vidio GUNDALA 2019
Hintli değilmi hepsi aynı ögşdşhşşvvşşbşh
"hebat indonesia bisa buat film super hero, tapi sayang kualitas effectnya buruk (pake teknik effect murahan) bagi saya nilainya masih 6/10.
tapi ini kritikan. saya masih berharap lebih di film selanjutnya. nice"
"Gila Filmnya mantap jiwa sekali.
Di tunggu lanjutannya...."
1:09 Gua teringat sama scene Batman Begins saat Bruce Wayne masuk ke sarang kelelawar.....
kutunggu sri asih tahun ini
Another crazy Indonesian film.
this film remembers me in the afterlife
Se tem Wolverine é sucesso e total....
niezly film - pozdrowienia-
Gundala vs cikcak man dong hahaha
GUNDALA 2 MATI SURI
Katanya awang akan jadi godam digundala 2
Kak Saras 008 dong diadain lagi
Nunggu film berikutnya. Lama bgt rilis nya ya. Pdhal gak sabr bgt menanti seluruh rangkaian bumi langit universe
FILM ini kekurangannya hanya 1. SUTRADARA.
Here Can i watch this movie online please
Sounds like future of India.... As per present situation
It is already death
Kak anwar filem setelah gundala apa sri asih atau si buta dari goa hantu yang tau komenya
"https://youtu.be/P4E6XPmpmas

Tolong di tonton cuy 🙏"
"Ada yang sama ga sih pas nonton Gundala bawaannya pengen nangis karena bangga gitu. Gue pribadi bangga dan suka banget sama Gundala ini. Bang Joko dan team terimakasih banyak sehat selalu biar bisa bikin karya"" sebagus ini lagi. Great job!"
Di tunggu yg 2 nya
Prediksi gue sri asih bakal jauh lebih baik dibanding film ini karena sutradaranya UPI
"https://youtu.be/HKF03FbkwRs
Educational motivational film
Children must watch"
Someone give me this location
Mampir ke chanel saya ada deteled scene actor indonesia di film marvel serius bukan hoaks
Name film plz
"hmm...sudah nonton, dan pengen kritik, tapi netijen +62 bar2 smua... kan eike jd atut.. wkwkwkw.. btw score 6/10 penilaian ane."
"So literally we have mixed-up movie from marvel and DC stories and our hero kinda looks like ant man dressed like homemade version of deadpool I even recognize ""inspired"" from sokovia scene well...."
Please make tamil dub
Thor?
Gundala 2 pasti bakal lebih bagus ..gk sabar ni pengen lihat super hero lainnya!!
"Komennya bnyk yang ngeluh karena gaya berantemnya ga sekeren iko uwais dkk. Awalnya juga gua berpikir kaya gitu. Kenapa gaya berantemnya ga dibikin sesadis the raid atau TNCFU? Pedahal itu kan lagi jadi peluru kita di kancah perfileman dunia. Sampai akhirnya gua sadar, kalo ini film manusia super. Terus gua mikir, kalo gaya berantemnya sesadis film2 itu ya aneh juga sih. Ntar malah si manusia supernya yang ga keliatan jago :). Lanjutkan film2mu bumi langit, mumpung film2 marvel lagi ga jelas tahun ini hehe."
nice film...salam bersatu dari malaysia
I'm from Philippines. I don't why this was recommended to me.
Dh bisa didownload mntp
Pengen nonton film ini
Ayoh kita angkat filem2 yg setaraf filem Hollywood.
Terbaik bron palare ..teruskan usaha mu ..
Kenapa ya film sebagus ini.. jumlah penonton nya bisa kalah sama film si dilan... Cerdas lah wahai penonton..
Ada Bront palare aku ngga sabar mau nonton 👏🏻👏🏻👏🏻
trailer Sri Asih Kapan Rilis Minnn!!! Mohon Jawab
Already watch.. 4 star from 5.Best build up film..actor was very good..pengkor and the hero was outstanding. .only flaw in the last scence. A bit less epic especially the fighting scene.
"Any English speakers?
How good is this movie"
Film nya ndk jelas alurnya. 🙄🙄
ಹುಡುಗನ ಕ್ಯಾರೆಕ್ಟರ್
Nggak sabar nunggu film selanjutnya😄
trailer Sri Asih dong ❤️
"Gua berharap si jaka ketemu lg ama awang,, temen masa kecilnya Tp ga ada, tp anaknya pengkor ada yg melarikan diri 1 laki laki, msh ada kemungkinan itu si awang.."
"Satu hal yg ga saya mengerti dari film2 Indonesia, yaitu kenapa gambarnya selalu gelap??? Pusing nontonnya.. Film2 luar biar set malam di hutan aja pencahayaannya enak buat di tonton"
Bagus filmnya tapi ceritanya muter2 gak jelas
"50:10 ""jadi kamu berantem sama 30 preman pasar,premanya anak-anak,punya kaki semua,nenek-nenek"" this is joke from wkwk land...keren"
Film India???
"Salut buat editing video nya, serasa nonton filmnya michael bay. Dari satu frame ke frame laennya, hingga menjadi satu kesatuan alur cerita. Hingga tidak menjadi monoton.."
Tolong bikin lgi pahlawn tpi di bwa film gpp mau ainet tdk apa apa yg penting kuakits jln crta itu hrs nyambung dn bgs akting jngn lupa
Srii Asihh Gak Sabarrr
Kah kah kah
abang saya mau hadir di gundala!
Ni pilimponp
link ?
Gaya berkelahinya gak cakep kaya aktinya iko uwais
Kesini lagi buat flashback dan persiapan sri asih wkwkw
"Saya tggu cerita gundala 2... Saat musuh gundala  pendekar, kayanya ada ilmu rawa rontek,,,yg sudah d bangkitkat,,, hebat filmya hbungan super hero modern vs pendekar rawarontek.   Maju terus perfilmam Indonesi"
25:00 bikin greget
This movie have a soul! Love it
ഞങ്ങളെ വിനയൻ സാറിന്റെ അത്ര വരൂല.. 🤪
"Bang yg full ada gk bang,,
Bagus bgt ni film jdi penasaran bang,,,
Please bang d tunggu yg full ya bang"
Adegan fighting nya terlalu lambat mungkin amatiran
terus. maju. Gundala putra petir
Haha
"Akhirnya saya sudah bisa tidur nyenyak skarang, karena sudah bisa ditonton via streaming video :D btw tempat ane ga ada bioskop dan di web bajakan ga nemu ane ni film haha.."
Setelah gua nonton ini gua baru sadar kalo alur film yg sebenernya baru mulai di endingnya !!!
"Filmnya sudah ada di youtube atau belum ???
Kalau sudah ada yg tau linknya bagi dong"
"untuk film kayak gini buatan indonesia, the best lah. ini masih awal, jadi jika ada kekurangan di film ini, pasti akan di koreksi di film selanjutnya.. maju perfilman indonesia."
Ga seru apaan ngga nyambung alur cerita nya
Film nya bagus . apa lg pas adegan cewe mukul mobil pembawa serum itu . nah itu siapa ya nama nya . gak sabar liat akting nya nanti
"Terbaik memang Gundala, gua sampe merinding pas scene Awang Ama sancaka latihan bela diri,memang klo dilihat tanpa mengetahui seluk beluk bcu universe GK bakalan ngaruh,tapi harus Lo tau klo Awang itu nantinya bakal jadi Godam,bisa bayangin GK pas Sancaka Ama Awang ketemu lagi bakal epik pasti,spoiler😅"
SLB SEKOTA BANDUNG
Seru kaya the flas
saya udah pernah nonton di bioskop jakarta dan indoneia 2 kali
2019-2020
2019
alur ceritanya gak jelas...
Hurmm.. Filem merepek.. Bercelaru.
Mampir ke chanel sya sya upload  yg fullnya
Sudah bisa didownload
Semoga gundala bisa masuk ke marvel
👎
Besok gundala rilis di vidio.com
"GUNDALA full movie! Tonton skarang broo!!!!

——————————————————————————————————————
Watch film >>>  https://new-play-flixtors-fr.blogspot.com/tt8237172"
Kamu hebat Bung !
Whole movie just bored
Thor versi Indonesia
Looks amazing
bront palarea thaimisaoma
Hakan muhafız daha iyi amk :D
Epic moments: BAPAK NELPON!!
Wowowwwww😀😀😀
Wowwwwwwwww amaizing😮😮😮😮😮😮😮😮😮😮😮😮 from malaysia
"Xbest langsung,, cam taik"
Why its on my recommendation ?
Gundala gundolo 🤣🤣🤣🤣🤣🤣
public la gundala
"I’d watched it already, good to see your film industry is getting better 👍🏻 fan from europe 🖤"
saya sudah nonton di malaysia cerita di awal awal memang bagus tapi waktu sudah jadi gundala sangat membosankan apa lagi adegan berkelahinya sangat lambat mudah mudahan kedepanya akan lebih baik
Hmmm this reminds me of THE FLASH was expecting the character to be a speedster
"I'm guessing he rides a camel and his enemies are called ""infidels"""
Wow
"I loved it ..
Which language or which region movie belongs to?"
"I Love Indonesian Movie-😍😍
from Bangladesh -😍😍"
Ow ni cerita yg macam Ejen Ali tu yer.. Cuma live action
"Bagi yg mau gabung groub fan berteori tentang bumilangit gundala silahkan
https://chat.whatsapp.com/LRaNIMow6l2JCA5lg8jKZa"
"I saw so many people judged this movie copied Thor or another Hollywood superheroes movies, what a moron, I just watched it today and no scenes in this movie similar to those Hollywood movies scenes or even the ideas, watch first then judge, so disappointed with people nowadays cause still judging the book by its cover without reading it first, come on its 2020 already, CHANGE"
kapan versi digitalnya rilis??
Btw kata bgst di mana ya?
"Btw, dimana kata itu nya?"
Kok inget the raid ya?
terbaek! <3
Nice poland movie
lebih baik nonton filmnya lipiceng... jelas2 udah menembus holiwud dan masuk nominasi oscar oscar oscar dan oscar
Badang movie is the greatest movie in decade 🇲🇾
slum peoples marvel 😂
is there english caption or subs in the cinema??
Filem Nya memang bagus teruskan Indonesia Salam Dari malaysia
Bila nak release di Malaysia? Macam best...
Kayaknya baru trailer film Indonesia ini yg gua liat views ny lebih dari 10 jt...
Hero nya abg si sinar .. sinetron favorit ku d malaysia hahhaha
Gundala yg tempo lawas pun best juga....
0:41 chidori nagashi
Bront palarae pelakon malaysia
jalan crita bagus tapi semua adingan pendek2 mcm dipotong
Nak menangis aku tengok costume hero ni.  Kesian.  Standard belum ke tahap itu.
Kali ini film adi wira indonesia memang mantap...👍
Looks like a homeless revolt plot line film and amazing worth checking out ..
"Nonton 1 kali gak akan paham ni film.
Nonton 2 kali teros sharing tentang gundala baru tau semua seluk beluk nya😂"
Kapan gundala bluray ditayangkan a/ dipasarkan?? Mau beli nih karya indonesia
Dari segi film..indonesia memang sudah kehadapan..tapi dari segi film Animasi 3d malaysia sudah kehadapan..oleh itu semua ada kelebihan dan kekurangan..sokong lah karya Nusantara
I am from Malaysia...this movie very fantastic even Malaysian movie can't fight it!!!
sudah lepas? Aduh baru tau
"Woi jangan overproud, dan jangan provokasi kalo gk mau negara malu."
Kok banyak orang Malaysia kepanasan disini? 😂😂😂 iri level 999..
Love from tibet.
"Jadi banyak comment kawan-kawan dari Malaysia, selamat menonton lah, jangan judge dulu sebelum menonton 😉 🇮🇩🇲🇾"
sabrina tiru annabelle..gundala tiru thor..indon takda identiti suka copy
"Sooo... Is this a superhero movie, or is it social injustice movie or is it martial arts movie?. What is it?"
Hebat si Dono
R.I.P Indoxxi
"Kira2 untuk film kedua cocok ga jdi soundtracknya guys? rencana mau saya remake lagi biar tambah mantep, Coba dnger dlu genre trap 👉https://youtu.be/0m-NTJW6u2U"
When do they start dancing
Thor?
I think this hero film much better than my country (Msia) hero movie 😂😂😂 this movie hv pro-effect on it n take the perfect actors for hero n the other characters... Congrats for this movie from Msia 🇲🇾
"Sumpahhh sekarang Indonesiaa Pake efeknya superrr kereenn kaya di flm flm barat,Kerenn"
Nampak mcm best jer crita  ni..bgus2 ya filem indo..from 🇲🇾
bosan
Что за ебанное гавно?????
"Good try, seems got supernatural from lightning , ability same like The Flash,  hero costume helmet look like Thor Ragnarok. Not found the originality in this film. -"
sumpah pgn nonton lagi
Wow ada artis Malaysia la
Love from Bangladesh ♥
Wow tahniah Indonesia terbaik movie superhero
"I dont know wtf they are saying but, 
Is that Raiden"
Se ve malísima JAJAAJ
Ok
saya baru lepas menonton gundala. memang terbaik. 👍🏽. tidak sabar menunggu sambungan nya nanti. 👏🏼. 🇲🇾 🇮🇩
"Claimmer always claim, after these claim that Shazam & The Flash copy Gundala, how can they copy instead they don't even watch a movie from SEA, American only respected the Japanese, cause Japan is the most advanced country in Asia"
Saya from Malaysia. Lepas tengok trailer rasa tak sabar nak tengok di pawagam. Terbaiklah 👍
Wahhhh hebat... Gundala...namanya gerun seperti petir..... Mantap indo....salam dari Malaysia 🇲🇾
Lepas ni claim the flash tiru gundala!
seriusly..cerita action dari indon..tak pernah mengecewakan..terbaikk..soluteee....from malaysia..
Gundala vs Cicakman . Who will win ?
Uhh ada bront palarae
Nak jer aq mention kl vampire..😒
Gundala ini salah satu film yang ingin saya tonton lagi tapi sayang sudah turun layar :)
superhero ala pedesaan.11 12 lah sama film super dede
GUNDA WALA 😂😂😂 Only the Indians will understand my comment and what I meant
He have a super hero 💓
"congratulations of your winning at festival film indonesia, 3 categories out of 9 nominations 👍"
"film bagus, yg di nantikan bnyk orang, tp alangkah bagusnya jika di sertakan link full movie nya gan,,"
baju nya seperti deadpool
"Kalian Para Netizen Yang Gk Suka Gundala Gk Usah Nonton Gk Usah Comen,,,
Kalian Hanya Suka Dengan Film Gk Bermutu Seperti Dilan Sinetron Cinta cintaan!!"
Nyesel Liat Film ini....
keren
Naga indosiar kok gak nongol awkwkwwkrd
Aku udh nontin di bioskop kan aku orang kaya
Clip nya dong
Cobak ya gundala agak mistrius secret gitu biar sru kayak pilem spider man. Lama baru kliatan siapa yg jadi gundalnys
Masuk hollywoodnya kapan???
Yes
Filem gk bermutu sama sekali..
Selamat untuk film gundala yang berhasil masuk dalam 9 nominasi di festival film indonesia (piala citra) 2019
bantu disubscribe donk    UCCmWTwBcEsuZV-xYH2gxqEg
Fight scene looks sloooow
"Filem nya udah bagus, cuman pake kostum superhero sama ada kuasa elektrik, bikin spoil, adehhh.. Bukan anime, kalau anime pake  kuasa kuasa segala mah tidak heran.."
Aduh lihat trailer aja udah ngak minat njirr
00:00 sedih
jadi nggak tayang di malaysia?
Hm
lebih hype nonton ini ketimbang MCU
ADA YG TAU JUDUL LAGU DI AWAL 0:00????
ADA YG TAU JUDUL LAGU DI 00:00??
Anjay pake dolby
Tunggu tayang di Malaysia 7 November nie..
"Selamat ya


Udah ditegur KPI"
Indoxxi dan LK21 menuggu izin illegalisasi film ini wkwkwk.Moga aja langsung HD
I need Eng Sub full movie link
"Kalau trailer dah power mesti movie lagi power 

LUV FROM MALAYSIA🇲🇾😉!"
Bayangkan kalo semua superhero indonesia digabung dalam 1 film.. Whehehe reunian
"Mau nntonn.  Tapi dilarang tayang di tv.😕 mau nnton di bioskop nggk ada bioskop di daerahku... 
Cuma berharap ada di youtube..😘

Btw kata B*ngs*tnya mana??😒"
"LOL ada jurusnya🙄
Untung gak jadi nonton"
Ditunggu digital blu ray nya
Yg menghina nih film pengen bgt di komentar biar rame 🤣
Seandainya penontonnya sebanyak trailer
"Yg comment kostum ga ngerti alur cerita film.
spiderman , iron man dlu jg kostumnya jlek..."
"Bantu subcribe kawan sempatkan menonton yak..

Untuk hero selanjutnya silahkan tulis dokomentar..

https://www.youtube.com/watch?v=9kOcsLzoCWk&feature=youtu.be"
wkwkwkw kostumnya
gajelas anjir....
Aduh sayang euy kostum gundala nya kaya paje jaket kulit.. ga fit dibadan.
How to watch Gundala in U.S?
The Raid 3 bakal ada ngak si
Bile tayang di malaysia
Gundala bakal tayang di Malaysia.. Love from Malaysia.. BCU.. Bumilangit Cenimatic Universe.. Tak sabar nak tengok nnti..
